
Strength,distance,distance2
-38,0.7042800608166006,0.6309573444801932
-38,0.7042800608166006,0.6309573444801932
-38,0.7042800608166006,0.6309573444801932
-37,0.6276902649116862,0.5754399373371569
-38,0.7042800608166006,0.6309573444801932
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-36,0.5594295374599598,0.5248074602497725
-38,0.7042800608166006,0.6309573444801932
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-37,0.6276902649116862,0.5754399373371569
-40,0.8866360655819593,0.7585775750291838
