
Strength,distance,distance2
-85,157.6686659622319,4.786300923226383
-84,140.52234645313533,4.365158322401658
-85,157.6686659622319,4.786300923226383
-87,198.49309022353978,5.7543993733715695
-86,176.907152874796,5.248074602497725
-87,198.49309022353978,5.7543993733715695
-87,198.49309022353978,5.7543993733715695
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-87,198.49309022353978,5.7543993733715695
-87,198.49309022353978,5.7543993733715695
-87,198.49309022353978,5.7543993733715695
-87,198.49309022353978,5.7543993733715695
-87,198.49309022353978,5.7543993733715695
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-87,198.49309022353978,5.7543993733715695
-85,157.6686659622319,4.786300923226383
-86,176.907152874796,5.248074602497725
-89,249.8879953479666,6.918309709189366
