
Strength,distance,distance2
-73,39.60457827047466,1.5848931924611134
-77,62.769026491168624,2.2908676527677736
-77,62.769026491168624,2.2908676527677736
-80,88.66360655819597,3.019951720402016
-76,55.942953745995986,2.0892961308540396
-75,49.859210008091644,1.9054607179632472
-79,79.02152252331346,2.7542287033381663
-75,49.859210008091644,1.9054607179632472
-79,79.02152252331346,2.7542287033381663
-73,39.60457827047466,1.5848931924611134
-76,55.942953745995986,2.0892961308540396
-73,39.60457827047466,1.5848931924611134
-74,44.43706769431911,1.7378008287493754
-72,35.297617537951886,1.4454397707459272
-72,35.297617537951886,1.4454397707459272
-72,35.297617537951886,1.4454397707459272
-73,39.60457827047466,1.5848931924611134
-76,55.942953745995986,2.0892961308540396
-70,28.03789422889417,1.2022644346174132
-72,35.297617537951886,1.4454397707459272
