
Strength,distance,distance2
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-89,249.8879953479666,6.918309709189366
-89,249.8879953479666,6.918309709189366
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-88,222.71291028223624,6.3095734448019325
-87,198.49309022353978,5.7543993733715695
-85,157.6686659622319,4.786300923226383
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-86,176.907152874796,5.248074602497725
-85,157.6686659622319,4.786300923226383
-86,176.907152874796,5.248074602497725
