
Strength,distance,distance2
-44,1.4052234645313533,1.096478196143185
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-43,1.252406731051121,1.0
-43,1.252406731051121,1.0
-43,1.252406731051121,1.0
-43,1.252406731051121,1.0
-42,1.1162086739743284,0.9120108393559098
-42,1.1162086739743284,0.9120108393559098
-43,1.252406731051121,1.0
-43,1.252406731051121,1.0
-43,1.252406731051121,1.0
-44,1.4052234645313533,1.096478196143185
-44,1.4052234645313533,1.096478196143185
